,text
17186, HR Executive for IR & Compliance - Sal-rs 25 k pm hr| esic| statutory compliance| ir| labour laws| contract labour| hr compliance| Male
17187, Business Development Associate project management| project planning
17188, Infrastructure Automation Consultant - IT Consulting Firm - Gurgaon python| ansible| monitoring tools| git| servicenow| devops| jenkins| agile| api| iaas| it infrastructure| unix| itil
17189, Graphics Designer - Illustrator/infographics - Startup Illustrator| Infographics| Graphics Designer| web design
17190,SAP Hybris CommerceBusiness process|SAP|jQuery|Eclipse|Analytical|Javascript|HTML|Outsourcing|JIRA|Operations
17191, Urgent opening for a Training Manager for a Hospital Industry Training Management| Healthcare| Hospital
17192, Bajaj Allainz Life Insurance ( Sr.relationship Manager ) sales| banking| financial| investment| mutual fund| broking| life insurance| sales life insurance| sales insurance| bfsi| bfsi sales| banking sales| direct sales| institutional sales| Relationship Management
17193, Python Developer oops| python| mysql| centos| data structures| networking| user experience| root cause analysis| customer satisfaction| c#| javascript
17195, Procure To Pay For BPO P2P Manager P2P
17196, Travel Sales Consultant For Us/uk/aus -call-anjali international bpo| inbound| sabre| travel sales| holiday packages| voice process| outbound| amadeus| gds| tour packages
17197, Assistant Manager- Inbound Marketing Outbound| Online marketing| SEM| Analytical| Social media| Google Analytics| PDF| inbound marketing| Lead generation| marketing automation
17198," Senior Analyst , Operations Support Client interaction| Informatica| Analyst| operational support| Management| Vendor| Steward| Monitoring"
17199, Product Based | Guidewire Claim Consultant - Hyderabad Location guidewire| java| spring
17200, Software Developer (Front End) CSS3| Front end| HTML5| development| interfaces| technical| analytical| level| JS| ajax| web| design| Bootstrap| Ajax| applications
17201, Business Development Executive B2B Sales| Industrial Sales| Sales| Sales Strategy| Client Relationships
17202, System Administration & Programming - Big Data/hadoop Linux| Shell Scripting| Hadoop| Big Data| Programming| HDFS| System Administration| Perl| Python| MapReduce
17203, Loan Sales Officer - Leading NBFC Company vehicle loans| two wheeler loans| Housing Finance| Customer Service| Customer Experience| four wheeler loans| Customer Interaction| Loan Operations| Disbursement
17204, Problem Resolution SPA Outbound| Helpdesk| Ticketing| SLA management| Management| Vendor
17205," Engineer, Infrastructure & Security Wireless| Telecom| Network administration| Networking| ISO| Social media| Disaster recovery| Network security| Asset management| Business solutions"
17206, Academic Content Writer (park St. / Lake Town / New Town / Sinthee) content writing| articles| content marketing| Academic Writing| Academic Research| Creative Writing| Subject Matter Expert| Research Analysis| Web Research
17207, Sales Executive For Media Company - Kolkata sales executive activities| sales officer
17208, Production Supervisor Production Supervisor| Monitoring| Credit risk| Production | Supervisor
17209, ROI- Raniganj Customer service| Claims| Administration| Business process| SCM| Stakeholder management| Team building| Sales process| Retail| Audit report
17211, DevOps Engineeer IT services| Service management| Computer science| Automation| Managed services| Linux| Information security| Analytical| DNS| microsoft
17212, Hiring For Leading US Credit Card Organization & US Captive Unit. barclays| csr| american express| cce| client servicing| us process| tso| amex| us shift| uk shift| cso| International bpo
17213, Digital Marketing &amp; branding : Blog writing| Social media| Corel Draw| Brand awareness| Digital marketing| Photoshop
17214, Secretary / Personal Assistant Secretary / Personal Assistant
17215, Zonal Sales Manager marketing executive| distributors| customer profiling| Development| sales strategy| market research| sales executive
17217, Infosys BPM is Hiring for Progress 4GL Technology. openedge| life insurance| progress 4gl| open edge
17218, Business Development Executives Business development | Sales | acquisition | Marketing | speak | fluent | English | Good | presentation | skill | Corpor
17219, Financial Analyst at Eclerx - For Finance Fresher financial analysis| brokerage| NSE| mcom| bbi| bms| stock market| capital market| equity| derivatives| hedging| bcom| NISM| Mba Finance| arbitrage| bse| mutual funds| Mba Fresher| bfa| finance| CFA| stock exchange
17220, Manager Internal Audit Financial Auditing| Internal Audit| Internal Control| accounts assistant| Finance| audit| accounts
17222, Full Stack Developer Java| Angularjs| J2Ee
17223, Senior Android Developer Android| Computer science| Downstream| rest| development| ux| solid| Architecture| mobile| Unit testing| it| Architect| Mobile development| application| Focus| design| applications
17224, Assistant Manager/ Manager- Credit Control Evaluation| TDS| CV| Email| Analytical| Reconciliation| Correspondence| MS Office| Operations
17226,Workday Core HCMBusiness process|ERP|HCM|SAP HR|Sales|Outsourcing|Oracle|PeopleSoft hcm|Operations|Testing
17227, Sales Engineer (EC-0018-N1C) Instrumentation| Telecommunication| Business Executive| Electricals| Technical| Mechanical| Electronics
17228, Web Designer dreamweaver| ftp| wordpress| Web Designer| cms| photoshop| web design| javascript| jquery| css3| magento
17229, Software Automation Test Engineer Computer science| automation framework| Manual testing| Analytical| Agile| Selenium| Test cases| Troubleshooting| SDLC| Python
17230, Product/application Developer. Java| Nginx| CSS| JavaScript| HTML| Python
17231, Business Partner for Vechile Cloan ( Commercial & Personal) -reqd business partnering| recruitment| home loans| housing loans| home loan
17232, BMS / MMS / BBA / BA / MBA / BBM / Freshers - Marketing Apply  sales| marketing| management trainee| freshers| mba| bmm| bms| mms| bbm| bba| pgdm| international business| bcom| ba| mcom| ma
17233," Marketing Manager, Senior Event Manager Marketing Management| Advertising| Events| Event Management| Market Intelligence| Communication Skills| Written Communication| MS Office| Sales| lead generation| Networking Skills"
17234, Human Resource Nucleus Internal medicine| Social media| Corporate| Resident
17235, Tech Lead PDF| Technical Lead
17236, Web Developer javascript| ajax| joomla| wordpress| cms| cakephp| information technology| css3| tools| object oriented design
17237, Tech Sales Outbound| Troubleshooting| Technical support| English| Email| Domestic BPO| Antivirus| Recruitment| Comp| International BPO
17238, Senior Accounts Executive Only Female Candidate (bhandup) accounting| tds| income tax| purchase entry| taxation| tally erp| ms office| export documentation| mis| GST| Senior Accounts Executive| Accounts Finalisation| Stock Report| Accounts Officer| Accounts Executive
17239, Business Development Executive Business Development Executive| SEO Executive
17240, Hiring for Travel Sales team Leader / Agents travel sales
17241, Content Writer Content| Media planning| Income tax| Grammar| Financial services
17242, SEO SEARCH ENGINE OPTIMIZER MIN| HTML| HR| Budgeting| SEO| Search engine optimization
17243, Junior Accounts Assistant Accounting| Petty Cash| Finance| Reconciliation| Payments| Fact| Spreadsheets| Purchase| Report Preparation| Tally ERP| Internal Audit| Data Entry
17244, Corporate Sales Role - Bank Sales| B2B Sales| Corporate Sales| Banking Sales
17245, Opportunity for AX Professionals at Hyderabad: Sonata Software X++| Ax| SQL Server| Microsoft Dynamics AX
17246, John is Hiring 4 Expedia International Voice Process Immediate Joining international sales| bpo| international bpo| customer service| mba marketing fresher| international voice| sales executive| voice process| relationship executive| outbound sales| mba fresher| customer experience
17247, JK Cement | Sr.Technical Officer | Mumbai | White Cement Brand Marketing| Technical Support| Technical| Customer Service| Customer Support
17248, Azure Consultants Microsoft Azure| Advisory Services| Cloud Computing| Cloud| AWS| Azure| SQL Azure
17249, Assistant cafe Manager Inventory Management| inventory control| stock control| assistant cafe manager| assistant restaurant manager| restaurant supervisor
17250, WANTED MEDICAL REPRESENTATIVE #002 - CARDIO AND DIABETIC- HYDERABAD HQ Pharma Selling| pharma sales| sales
17251, Data Analytics Cold calling| Copyright| Automation| Interpersonal skills| Solution selling| Data analytics| Business solutions| Presentation| Business Executive| Auditing
17252,Excellent Opp- Leading General Insurance – Bancassurance- HyderabadBanca|bancassurance|general insurance|alternate channel|field sales
17253, Channel Sales Manager Channel sales| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
17254, Tele Caller customer service executive| education counselor| customer service| sales| customer support| marketing| counselor| telesales| tele marketing executive| academic counselor| telemarketing| counsellor receptionist
17255, Relationship Manager | On Roll-leading Banks relationship manager| MIS Operations| customer relationship manager| client relationship manager| Back Office Operations| senior relationship manager| branch banking
17256, GRAPHICS & ART DESIGNER development| photoshop| illustrator| acrobat| sketching| 3ds max| dreamweaver| design| graphics| freehand
17257, Senior Software Engineer Unix| Kerberos| Linux| Shell Scripting| Cloudera| Cdh| Hadoop| Impala| YARN| AWS
